ds,aclose,close,high,low,open,volume,y,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
2017-09-11,8940,9090,8730,8940,8760,141043,8939.999999999998,9.117380050805123,9.117380050805123,9.117380050805123,8575.274903653108,9156.554845710205,-0.026418287471722323,-0.026418287471722323,-0.026418287471722323,-0.026418287471722323,-0.026418287471722323,-0.026418287471722323,-0.031701108938396005,-0.031701108938396005,-0.031701108938396005,0.0052828214666736885,0.0052828214666736885,0.0052828214666736885,8874.717326786067
2017-09-12,8910,8990,8850,8910,8950,66985,8910.000000000005,9.117429060693913,9.117429060693913,9.117429060693913,8577.718827297205,9165.256952583108,-0.027625306200640704,-0.027625306200640704,-0.027625306200640704,-0.027625306200640704,-0.027625306200640704,-0.027625306200640704,-0.03197917300690481,-0.03197917300690481,-0.03197917300690481,0.004353866806264107,0.004353866806264107,0.004353866806264107,8864.446273800873
2017-09-13,9020,9100,8920,9020,8920,119189,9020.000000000005,9.117478070582706,9.117478070582706,9.117478070582706,8565.868257909819,9132.825241615741,-0.031056435011754445,-0.031056435011754445,-0.031056435011754445,-0.031056435011754445,-0.031056435011754445,-0.031056435011754445,-0.034353971312146306,-0.034353971312146306,-0.034353971312146306,0.0032975363003918657,0.0032975363003918657,0.0032975363003918657,8834.516304210661
2017-09-14,9070,9070,8810,9070,9030,173649,9069.999999999998,9.117527080471497,9.117527080471497,9.117527080471497,8566.084012752428,9138.40281116925,-0.03143289395633371,-0.03143289395633371,-0.03143289395633371,-0.03143289395633371,-0.03143289395633371,-0.03143289395633371,-0.033594559228469746,-0.033594559228469746,-0.033594559228469746,0.002161665272136028,0.002161665272136028,0.002161665272136028,8831.623923767966
2017-09-15,9020,9070,8930,9020,9060,32080,9020.000000000005,9.11757609036029,9.11757609036029,9.11757609036029,8490.719808811951,9067.831434895366,-0.03522046956131533,-0.03522046956131533,-0.03522046956131533,-0.03522046956131533,-0.03522046956131533,-0.03522046956131533,-0.0362174064331196,-0.0362174064331196,-0.0362174064331196,0.0009969368718042671,0.0009969368718042671,0.0009969368718042671,8798.667959752005
2017-09-18,8850,9020,8850,8850,9020,53061,8849.999999999993,9.117723120026664,9.117723120026664,9.117723120026664,8539.174700623164,9114.860945176357,-0.033850980094737734,-0.033850980094737734,-0.033850980094737734,-0.033850980094737734,-0.033850980094737734,-0.033850980094737734,-0.031701108938386874,-0.031701108938386874,-0.031701108938386874,-0.002149871156350857,-0.002149871156350857,-0.002149871156350857,8812.021430895476
2017-09-19,8850,8980,8770,8850,8840,42998,8849.999999999993,9.117772129915457,9.117772129915457,9.117772129915457,8509.295706912757,9079.090904915249,-0.03489435122617416,-0.03489435122617416,-0.03489435122617416,-0.03489435122617416,-0.03489435122617416,-0.03489435122617416,-0.031979173006870434,-0.031979173006870434,-0.031979173006870434,-0.0029151782193037224,-0.0029151782193037224,-0.0029151782193037224,8803.263453333586
2017-09-20,8950,9080,8840,8950,8870,98136,8950.000000000002,9.117821139804247,9.117821139804247,9.117821139804247,8514.899702207824,9063.391488636807,-0.03781670002121464,-0.03781670002121464,-0.03781670002121464,-0.03781670002121464,-0.03781670002121464,-0.03781670002121464,-0.03435397131215446,-0.03435397131215446,-0.03435397131215446,-0.003462728709060187,-0.003462728709060187,-0.003462728709060187,8778.00499937836
2017-09-21,8870,9000,8850,8870,8950,69115,8870.000000000007,9.117870149693038,9.117870149693038,9.117870149693038,8487.385160960726,9078.530251665512,-0.037349242217418616,-0.037349242217418616,-0.037349242217418616,-0.037349242217418616,-0.037349242217418616,-0.037349242217418616,-0.03359455922839473,-0.03359455922839473,-0.03359455922839473,-0.003754682989023886,-0.003754682989023886,-0.003754682989023886,8782.539726285087
2017-09-22,8640,8950,8560,8640,8840,135843,8639.999999999998,9.11791915958183,9.11791915958183,9.11791915958183,8464.499297859895,9050.098501423858,-0.039977516635981855,-0.039977516635981855,-0.039977516635981855,-0.039977516635981855,-0.039977516635981855,-0.039977516635981855,-0.036217406433124766,-0.036217406433124766,-0.036217406433124766,-0.0037601102028570837,-0.0037601102028570837,-0.0037601102028570837,8759.9164213737
2017-09-25,8460,8790,8460,8460,8560,86723,8460.000000000007,9.118066189248205,9.118066189248205,9.118066189248205,8547.020346767576,9111.483213063797,-0.03357302770763642,-0.03357302770763642,-0.03357302770763642,-0.03357302770763642,-0.03357302770763642,-0.03357302770763642,-0.03170110893847075,-0.03170110893847075,-0.03170110893847075,-0.001871918769165672,-0.001871918769165672,-0.001871918769165672,8817.495586228326
